session_type,start_date_and_time,name,session_nickname,session_status,school_id,participant_count,students_count,legacy_skills_needed,legacy_skills_covered
Connector Session,2020-01-10 13:10:00,Folk Art from Different Continents,,Completed,,2,0,,
Connector Session,2020-03-13 15:30:00,Careers for People who are interested in Healing Professions - Kindergarten,,Completed,,5,0,,
Connector Session,2021-03-10 15:00:00,Build Resume for Naviance 10th Grade,,Completed,,5,0,,
Connector Session,2019-11-12 19:25:00,Careers in Business,,Completed,,2,0,,
Connector Session,2019-09-23 13:45:00,What It Takes to Be a Game Designer,,Completed,,3,0,,
Connector Session,2019-06-20 18:00:00,The World of Computer Science,,Completed,,4,0,,
Connector Session,,Hispanic Heritage,,Draft,,1,0,,
Connector Session,,Civic Engineer,,Draft,,1,0,,
Connector Session,2019-10-09 15:45:00,TV or Movie Screenwriter for Short Story/College Application Essay Revision,,Completed,,2,0,,
Connector Session,2019-11-07 13:00:00,Energy from food,,Completed,,2,0,,
Connector Session,,Panel: STEM Capstone for Engineering,,Draft,,1,0,,
Connector Session,,Professional Writer,,Draft,,1,0,,
Connector Session,,Making Smart Money Choices,,Draft,,3,0,,
Connector Session,2021-06-24 14:00:00,Make Money With Your Hands,,Completed,,5,0,,
Connector Session,,Law of Conservation of Mass,,Draft,,1,0,,
Connector Session,,Making Smart Money Choices,,Draft,,3,0,,
Connector Session,,Earth Events That Change the Earth,,Draft,,1,0,,
Connector Session,2021-04-13 16:30:00,Holland Nameplate Virtual Tour for Eugene Ware,,Completed,,4,0,,
Connector Session,,Careers in the Government/Military,,Draft,,2,0,,
Connector Session,,Careers for People who Love Sports,,Draft,,2,0,,
Connector Session,,What are my options after high school?,,Draft,,1,0,,
Connector Session,,East High School (Hospitality Industry),,Draft,,1,0,,
Connector Session,,Journalism and Information Texts,,Draft,,1,0,,
Connector Session,,How to Make a Great Food Truck: From Idea to Execution,,Draft,,1,0,,
Connector Session,,Exploring Careers in the Hospitality Field,,Draft,,2,0,,
Connector Session,,Judicial Branch,,Draft,,1,0,,
Connector Session,,Becoming a Dermatologist,,Draft,,1,0,,
Connector Session,,Langston University Virtual Campus Visit,,Draft,,1,0,,
Connector Session,,*Panel*: Capstone Feedback on Biomedical Design (TEST),,Draft,,1,0,,
Connector Session,,*Panel*: Capstone Feedback on Biomedical Design (TEST),,Draft,,1,0,,
Connector Session,,How to Make a Great Food Truck: From Idea to Execution,,Draft,,2,0,,
Connector Session,,"Making a Great Virtual Tour (Videographer, Filmmaker)",,Draft,,1,0,,
Connector Session,,East High School,,Draft,,1,0,,
Connector Session,,The Thought Process of a Muralist,,Draft,,1,0,,
Connector Session,2020-12-16 13:15:00,A Career as a Veterinarian,,Completed,,3,0,,
Connector Session,,Exciting STEM Careers,,Draft,,2,0,,
Connector Session,,Career Opportunities at Federal Agencies: The Federal Pathways Program,,Draft,,1,0,,
Connector Session,,Exploring Careers in the Hospitality Field,,Draft,,1,0,,
Connector Session,,*Test* Careers for Students who Love Art,,Draft,,1,0,,
Connector Session,,Holland Nameplate Virtual Tour: Conn-West,,Draft,,1,0,,
Connector Session,,Exploring Careers in the Hospitality Field,,Draft,,2,0,,
Connector Session,,Holland Nameplate Virtual Tour: Conn-West,,Draft,,1,0,,
Connector Session,,Math Tutoring for PREP-KC partnering districts,,Draft,,1,0,,
Connector Session,2021-02-10 15:00:00,Q3 Naviance 9th Grade Presentation,,Completed,,6,0,,
Connector Session,,Graphic Design: Turning Thoughts Into Images,,Draft,,2,0,,
Connector Session,2020-03-05 15:50:00,Psychology Careers,,Completed,,2,0,,
Connector Session,,Cosmetology: Job Training Required and Daily Work,,Draft,,1,0,,
Connector Session,,Healthy Latin American Food,,Draft,,1,0,,
Mentoring,2022-04-30 13:45:00,PREP-KC Junior Math Relays - Virtual Proctor,,Completed,0015f00000JU4qhAAD,19,0,,
Career Jumping,2022-05-11 16:35:00,Eisenhower Middle School Virtual Career Day 7th Grade,,Completed,0015f00000JUL8aAAH,14,0,,
Classroom Speaker,2022-02-18 16:00:00,Adventures in Testing,,Confirmed,,0,0,,
Career Jumping,2022-04-19 13:00:00,Grandview High School 9th Grade Career Jumping - In Person,,Completed,0015f00000JUL8IAAX,30,0,,
IGNITE,2022-05-24 13:00:00,Allen Village Charter School IGNITE - In Person,,Completed,0015f00000JUL8sAAH,9,0,,
Campus Visit,2022-04-06 15:30:00,William Jewell Professional Skills Conference,,Confirmed,,0,0,,
Campus Visit,2022-04-14 15:00:00,Research College of Nursing Lab & Simulation Visit,,Confirmed,,0,0,,
Volunteer Engagement,2022-04-05 15:00:00,SLA Exploration Day,,Confirmed,,1,1,,
College Options,2022-04-22 17:45:00,Grandview High School's College Signing Celebration,,Confirmed,0015f00000JUL8IAAX,11,0,,
Mentoring,2022-04-13 18:00:00,Allen Village BFI Mentorship Session,,Completed,0015f00000JUL8sAAH,1,0,,
Mentoring,2022-04-22 16:00:00,Center/Ruskin BFI Mentorship Session,,Completed,,2,0,,
Mentoring,2022-03-28 16:00:00,Center/Ruskin BFI Mentorship Session,,Completed,,0,0,,
Mentoring,2022-02-23 19:00:00,Allen Village BFI Mentorship Session,,Confirmed,0015f00000JUL8sAAH,0,0,,
Campus Visit,2022-03-24 14:45:00,Ruskin HealthStart K-State Visit,,Confirmed,0015f00000JUL8BAAX,0,0,,
Employability Skills,2022-04-07 15:00:00,"Bionexus KC ""Nexus Informatics Conference""",,Completed,0015f00000JUL8BAAX,1,0,,
Employability Skills,2022-04-08 13:00:00,"Bionexus KC ""Nexus Informatics Conference""",,Completed,0015f00000JUL8BAAX,1,0,,
Workplace Visit,2022-04-29 14:00:00,Pathways to Tech visit to FishTech,,Confirmed,,0,0,,
Workplace Visit,2022-07-08 14:00:00,Brown V Board SLA Visit,,Requested,,1,0,,
Career Jumping,2022-06-14 13:30:00,KCPS Summer Students Career Jumping - Health & Human Sciences,,Confirmed,0015f00000JU4sAAAT,16,0,,
Career Jumping,2022-06-21 13:30:00,KCPS Summer Students Career Jumping - STEM,,Completed,0015f00000JU4sAAAT,6,0,,
Career Jumping,2022-06-28 13:30:00,KCPS Summer Students Career Jumping - Business & Marketing,,Completed,,7,0,,
Campus Visit,2022-07-08 15:30:00,SLA Brown V Board of Education Museum Visit,,Confirmed,,0,0,,
Campus Visit,2022-04-19 14:00:00,Grandview High School MCC College Campus Visit,,Completed,0015f00000JUL8IAAX,1,0,,
Campus Visit,2022-04-19 14:45:00,Grandview High School Avila University College Campus Visit,,Completed,0015f00000JUL8IAAX,1,0,,
Campus Visit,2022-04-19 15:00:00,Grandview High School William Jewell Campus Visit,,Completed,0015f00000JUL8IAAX,2,0,,
Internship,2022-05-31 14:30:00,Student Law Academy Summer Sessions 2022,SLA 2022,Confirmed,,0,0,,
Internship,2022-06-06 14:30:00,Student Law Academy Summer Sessions 2022,SLA 2022,Confirmed,,0,0,,
Internship,2022-06-13 14:30:00,Student Law Academy Summer Sessions 2022,SLA 2022,Confirmed,,0,0,,
Internship,2022-06-01 14:30:00,Student Law Academy Summer Sessions 2022,SLA 2022,Confirmed,,0,0,,
Internship,2022-06-21 14:30:00,Student Law Academy Summer Sessions 2022,SLA 2022,Confirmed,,0,0,,
Internship,2022-06-02 14:30:00,Student Law Academy Summer Sessions 2022,SLA 2022,Confirmed,,0,0,,
Internship,2022-06-03 14:30:00,Student Law Academy Summer Sessions 2022,SLA 2022,Confirmed,,0,0,,
Internship,2022-06-09 14:30:00,Student Law Academy Summer Sessions 2022,SLA 2022,Confirmed,,0,0,,
Internship,2022-06-22 14:30:00,Student Law Academy Summer Sessions 2022,SLA 2022,Confirmed,,0,0,,
Internship,2022-06-07 14:30:00,Student Law Academy Summer Sessions 2022,SLA 2022,Confirmed,,0,0,,
Internship,2022-06-16 14:30:00,Student Law Academy Summer Sessions 2022,SLA 2022,Confirmed,,0,0,,
Internship,2022-06-17 14:30:00,Student Law Academy Summer Sessions 2022,SLA 2022,Confirmed,,0,0,,
Internship,2022-06-08 14:30:00,Student Law Academy Summer Sessions 2022,SLA 2022,Confirmed,,0,0,,
Internship,2022-06-10 14:30:00,Student Law Academy Summer Sessions 2022,SLA 2022,Confirmed,,0,0,,
Internship,2022-06-22 13:30:00,UMKC SoP Summer Research Internship 2022,SoP Summer Internship 2022,Confirmed,,0,0,,
Internship,2022-06-24 13:30:00,UMKC SoP Summer Research Internship 2022,SoP Summer Internship 2022,Confirmed,,0,0,,
Internship,2022-07-05 13:30:00,UMKC SoP Summer Research Internship 2022,SoP Summer Internship 2022,Confirmed,,0,0,,
Internship,2022-07-08 13:30:00,UMKC SoP Summer Research Internship 2022,SoP Summer Internship 2022,Confirmed,,0,0,,
Internship,2022-06-14 14:30:00,Student Law Academy Summer Sessions 2022,SLA 2022,Confirmed,,0,0,,
Internship,2022-06-15 14:30:00,Student Law Academy Summer Sessions 2022,SLA 2022,Confirmed,,0,0,,
Internship,2022-06-23 14:30:00,Student Law Academy Summer Sessions 2022,SLA 2022,Confirmed,,0,0,,
Internship,2022-06-24 14:30:00,Student Law Academy Graduation 2022,SLA 2022,Confirmed,,0,0,,
Internship,2022-06-20 13:30:00,UMKC SoP Summer Research Internship 2022,SoP Summer Internship 2022,Confirmed,,0,0,,
Internship,2022-06-21 13:30:00,UMKC SoP Summer Research Internship 2022,SoP Summer Internship 2022,Confirmed,,0,0,,
Internship,2022-06-27 13:30:00,UMKC SoP Summer Research Internship 2022,SoP Summer Internship 2022,Confirmed,,0,0,,
Internship,2022-06-23 13:30:00,UMKC SoP Summer Research Internship 2022,SoP Summer Internship 2022,Confirmed,,0,0,,
Internship,2022-06-28 13:30:00,UMKC SoP Summer Research Internship 2022,SoP Summer Internship 2022,Confirmed,,0,0,,
Internship,2022-06-29 13:30:00,UMKC SoP Summer Research Internship 2022,SoP Summer Internship 2022,Confirmed,,0,0,,
Internship,2022-06-30 13:30:00,UMKC SoP Summer Research Internship 2022,SoP Summer Internship 2022,Confirmed,,0,0,,
Internship,2022-07-01 13:30:00,UMKC SoP Summer Research Internship 2022,SoP Summer Internship 2022,Confirmed,,0,0,,
Internship,2022-07-06 13:30:00,UMKC SoP Summer Research Internship 2022,SoP Summer Internship 2022,Confirmed,,0,0,,
Internship,2022-07-07 13:30:00,UMKC SoP Summer Research Internship 2022,SoP Summer Internship 2022,Confirmed,,0,0,,
Internship,2022-07-11 13:30:00,UMKC SoP Summer Research Internship 2022,SoP Summer Internship 2022,Confirmed,,0,0,,
Internship,2022-07-13 13:30:00,UMKC SoP Summer Research Internship 2022,SoP Summer Internship 2022,Confirmed,,0,0,,
Internship,2022-07-12 13:30:00,UMKC SoP Summer Research Internship 2022,SoP Summer Internship 2022,Confirmed,,0,0,,
Internship,2022-07-20 13:30:00,UMKC SoP Summer Research Internship 2022,SoP Summer Internship 2022,Confirmed,,0,0,,
Internship,2022-07-27 13:30:00,UMKC SoP Summer Research Internship 2022,SoP Summer Internship 2022,Confirmed,,0,0,,
Internship,2022-07-29 13:30:00,UMKC SoP Summer Research Internship 2022,SoP Summer Internship 2022,Confirmed,,0,0,,
Internship,2022-07-14 13:30:00,UMKC SoP Summer Research Internship 2022,SoP Summer Internship 2022,Confirmed,,0,0,,
Internship,2022-07-15 13:30:00,UMKC SoP Summer Research Internship 2022,SoP Summer Internship 2022,Confirmed,,0,0,,
Internship,2022-07-18 13:30:00,UMKC SoP Summer Research Internship 2022,SoP Summer Internship 2022,Confirmed,,0,0,,
Internship,2022-07-19 13:30:00,UMKC SoP Summer Research Internship 2022,SoP Summer Internship 2022,Confirmed,,0,0,,
Internship,2022-07-21 13:30:00,UMKC SoP Summer Research Internship 2022,SoP Summer Internship 2022,Confirmed,,0,0,,
Internship,2022-07-22 13:30:00,UMKC SoP Summer Research Internship 2022,SoP Summer Internship 2022,Confirmed,,0,0,,
Internship,2022-07-28 13:30:00,UMKC SoP Summer Research Internship 2022,SoP Summer Internship 2022,Confirmed,,0,0,,
Internship,2022-07-25 13:30:00,UMKC SoP Summer Research Internship 2022,SoP Summer Internship 2022,Confirmed,,0,0,,
Internship,2022-07-26 13:30:00,UMKC SoP Summer Research Internship 2022,SoP Summer Internship 2022,Confirmed,,0,0,,
Internship,2022-06-06 14:00:00,BFI Summer Program 2022,BFI Summer 2022,Completed,,41,27,,
Internship,2022-06-07 14:00:00,BFI Summer Program 2022,BFI Summer 2022,Completed,,29,29,,
Internship,2022-06-08 14:00:00,BFI Summer Program 2022,BFI Summer 2022,Completed,,25,25,,
Internship,2022-06-09 14:00:00,BFI Summer Program 2022,BFI Summer 2022,Completed,,24,24,,
Internship,2022-06-10 14:00:00,BFI Summer Program 2022,BFI Summer 2022,Completed,,23,23,,
Internship,2022-06-13 14:00:00,HealthStart Summer Experience 2022,HealthStart Summer 2022,Completed,,36,25,,
Internship,2022-06-14 14:00:00,HealthStart Summer Experience 2022,HealthStart Summer 2022,Completed,,26,26,,
Internship,2022-06-15 14:00:00,HealthStart Summer Experience 2022,HealthStart Summer 2022,Completed,,9,9,,
Internship,2022-06-16 14:00:00,HealthStart Summer Experience 2022,HealthStart Summer 2022,Completed,,22,22,,
Internship,2022-06-17 14:00:00,HealthStart Summer Experience 2022,HealthStart Summer 2022,Completed,,21,21,,
Internship,2022-06-20 13:00:00,Pathways to Design Summer Experience 2022,P2D Summer 2022,Requested,,0,0,,
Internship,2022-06-23 13:00:00,Pathways to Design Summer Experience 2022,P2D Summer 2022,Requested,,11,11,,
Internship,2022-06-21 13:00:00,Pathways to Design Summer Experience 2022,P2D Summer 2022,Requested,,12,12,,
Internship,2022-06-22 13:00:00,Pathways to Design Summer Experience 2022,P2D Summer 2022,Requested,,12,12,,
Internship,2022-06-24 13:00:00,Pathways to Design Summer Experience 2022,P2D Summer 2022,Requested,,11,11,,
Mentoring,2022-07-29 20:00:00,SLA Alumni Ice Cream Social 2022,,Confirmed,,0,0,,
Volunteer Orientation,2022-05-24 21:00:00,SLA Legal Pathway Volunteer Orientation,,Confirmed,,0,0,,
Volunteer Orientation,2022-06-27 21:00:00,SLA Job Shadow Volunteer Orientation,,Confirmed,,0,0,,
Career Speaker,2022-05-20 13:45:00,Martin City 6-8th Grade Career Speakers - In Person,,Completed,0015f00000JUL8JAAX,13,0,,
Connector Session,2021-08-02 13:00:00,Grandview Connector 2021-22,,Completed,,1,0,,
Workplace Visit,2021-08-02 11:00:00,Holland Nameplate Visits by KCK Elementary Schools,,Completed,,2,0,,
Campus Visit,2022-02-16 19:00:00,HM College Visit: Ingels Elementary virtual visit to JCCC,,Completed,0015f00000JUL88AAH,2,0,,
Campus Visit,2022-02-16 20:45:00,HM College Visit: Warford Elementary virtual visit to Pitt State,,Completed,0015f00000JUL86AAH,1,0,,
Campus Visit,2022-02-28 20:00:00,HM College Visit: Truman Elementary virtual visit to Pitt State,,Completed,0015f00000JUL85AAH,1,0,,
Campus Visit,2022-02-24 16:15:00,HM College Visit: Truman Elementary virtual visit to MCC,,Completed,0015f00000JUL85AAH,1,0,,
Campus Visit,2022-03-23 18:00:00,HM College Visit: Dobbs Elementary virtual visit to JCCC,,Completed,0015f00000JUL8EAAX,2,0,,
Campus Visit,2022-03-14 14:30:00,HM College Visit: Warford Elementary virtual visit to UMKC,,Completed,0015f00000JUL86AAH,1,0,,
Campus Visit,2022-04-12 14:30:00,HM College Visit: Santa Fe Elementary virtual visit to UCM,,Completed,0015f00000JVa4OAAT,1,0,,
Campus Visit,2022-04-12 18:00:00,HM College Visit: Dobbs Elementary virtual visit to UCM,,Completed,0015f00000JUL8EAAX,1,0,,
Campus Visit,2022-03-09 17:30:00,HM College Visit: Ervin Elementary virtual visit to UCM,,Completed,0015f00000JUL89AAH,1,0,,
College Options,2022-02-23 14:50:00,HBCU Days: Stem Degrees 2/23/22,,Completed,,2,0,,
College Options,2022-02-28 15:05:00,HBCU Days: STEM Degrees 2/28/22,,Completed,,2,0,,
Mentoring,2022-05-30 16:00:00,Test 5/27/2022,,Confirmed,,2,0,,
Internship,2022-05-31 13:00:00,Student Law Academy Summer Program 2022,,Confirmed,,26,26,,
Internship,2022-05-24 17:00:00,DataViz 2022,,Completed,,21,0,,
Mentoring,2022-01-29 14:00:00,Math Relays 2022,,Completed,,18,0,,
Career Jumping,2022-09-14 13:30:00,Allen Village Career Jumping - 8th & 9th Grade,,Completed,0015f00000JUL8sAAH,74,60,,
College Application Fair,2022-09-28 14:00:00,Allen Village College Application Fair,,Completed,0015f00000JUL8sAAH,147,129,,
Career Speaker,2022-10-05 14:00:00,Allen Village Career Speakers - 3rd - 5th Grade,,Completed,0015f00000KvwzMAAR,99,93,,
Financial Literacy,2022-11-16 14:30:00,Allen Village Mad City Money - 11th Grade,,Completed,0015f00000JUL8sAAH,34,26,,
IGNITE,2023-05-17 13:00:00,Allen Village IGNITE - 6th & 7th Grade,,Completed,0015f00000KvwycAAB,84,69,,
Career Fair,2023-01-25 14:30:00,Allen Village Career Fair & Employability Skills,,Cancelled,0015f00000JUL8sAAH,0,0,,
Volunteer Engagement,2022-09-15 19:00:00,Volunteer Engagement Committee Meeting,,Completed,,13,0,,
Volunteer Engagement,2022-12-08 20:00:00,Volunteer Engagement Committee Meeting,,Confirmed,,13,0,,
Volunteer Engagement,2023-02-09 20:00:00,Volunteer Engagement Committee Meeting,,Completed,,13,0,,
Volunteer Engagement,2023-06-15 19:00:00,Volunteer Engagement Committee Meeting,,Confirmed,,12,0,,
Volunteer Orientation,2022-08-26 20:00:00,PREP-KC Virtual DEI Volunteer Orientation,,Completed,,13,0,,
Volunteer Orientation,2022-12-02 21:00:00,PREP-KC Virtual DEI Volunteer Orientation,,Confirmed,,17,0,,
Mentoring,2023-03-03 15:00:00,UMKC Spring Health for a Day 2022-23,,Confirmed,,0,0,,
Career Fair,2022-10-11 13:30:00,Your Global Future - 5th Annual College & Career Fair,,Confirmed,,0,0,,
Career Jumping,2022-11-02 13:30:00,Ruskin High School Career Jumping - 10th Grade,,Completed,0015f00000JUL8BAAX,44,0,,
Career Jumping,2023-02-07 14:45:00,Ruskin High School Career Jumping - 9th Grade,,Completed,0015f00000JUL8BAAX,50,0,,
College Options,2022-10-12 14:00:00,Ruskin High School College Application Fair - 12th Grade,,Completed,0015f00000JUL8BAAX,28,0,,
Career Fair,2023-03-15 13:30:00,Ruskin High School Career Fair - 12th Grade,,Completed,0015f00000JUL8BAAX,52,0,,
College Application Fair,2022-10-21 13:00:00,Center High School's College Application Fair,,Completed,0015f00000JUL9cAAH,348,318,,
Campus Visit,2022-10-26 14:30:00,UMKC STEM Recruitment Fair,,Completed,,138,127,,
Employability Skills,2023-06-12 14:00:00,HealthStart Summer Experience 2023,,Requested,,0,0,,
Campus Visit,2022-10-07 14:30:00,Kansas City University HealthStart Campus Visit,,Completed,,44,32,,
Career Jumping,2022-09-30 16:30:00,Argentine Middle School Career Jumping - 6th Grade,,Completed,0015f00000JUL8hAAH,209,177,,
Career Speaker,2023-05-05 17:35:00,Argentine Middle School Career Speakers - 7th Grade,,Completed,0015f00000JUL8hAAH,194,183,,
Career Jumping,2023-03-08 14:45:00,Gloria Willis Middle School Career Jumping - 6th Grade,,Confirmed,0015f00000JUL8cAAH,226,184,,
Career Speaker,2023-02-22 14:30:00,Gloria Willis Middle School Career Speakers - 7th Grade,,Completed,0015f00000JUL8cAAH,241,224,,
Career Jumping,2022-12-16 15:45:00,Rosedale Middle School Career Jumping - 6th Grade,,Completed,0015f00000JUL8fAAH,189,161,,
Career Speaker,2022-10-28 16:45:00,Rosedale Middle School Career Speakers - 7th Grade,,Completed,0015f00000JUL8fAAH,163,151,,
Workplace Visit,2022-09-08 15:30:00,Gastinger Walker Visit for Gloria Willis Middle School,,Completed,0015f00000JUL8cAAH,23,14,,
Math Relays,2022-11-12 14:30:00,PREP-KC 13th Annual Math Relays Proctor - Grandview High School,,Completed,,14,0,,
Mentoring,2023-03-04 14:30:00,PREP-KC 9th Annual Junior Math Relays Proctor - Grandview High School,,Confirmed,,13,0,,
College Application Fair,2022-10-04 12:30:00,Grandview High School College Application Fair,,Completed,0015f00000JUL8IAAX,15,0,,
Workplace Visit,2022-10-04 14:30:00,Barkley Offsite Organized Visit (BFI & P2GD),,Completed,,78,61,,
Campus Visit,2022-10-11 14:00:00,Discover KU's Health Programs,,Completed,,47,0,,
Volunteer Orientation,2022-08-01 13:00:00,PREP-KC DEI Volunteer Orientation - Self Paced,,Completed,,12,0,,
Workplace Visit,2022-10-04 17:00:00,Holland 1916 Visit - Grant Elementary 10/4,,Confirmed,0015f00000JVaXkAAL,2,0,,
Workplace Visit,2022-10-11 17:00:00,Holland 1916 Visit - Stony Point North 10/11,,Completed,0015f00000JUL8kAAH,0,0,,
Workplace Visit,2022-09-27 17:00:00,Holland 1916 Visit - Stony Point North 9.27,,Completed,,0,0,,
Workplace Visit,2022-10-12 16:00:00,P2GD Dimensional Innovations Visit,,Completed,,18,17,,
Employability Skills,2022-09-16 13:30:00,Startland Education: 2022 Back to School Innovation Challenge,,Confirmed,,0,0,,
Employability Skills,2023-06-12 14:00:00,HealthStart Summer Experience 2023,HealthStart Summer 2023,Completed,,22,0,,
Employability Skills,2023-06-13 14:00:00,HealthStart Summer Experience 2023,HealthStart Summer 2023,Completed,,3,0,,
Employability Skills,2023-06-14 14:00:00,HealthStart Summer Experience 2023,HealthStart Summer 2023,Completed,,3,0,,
Employability Skills,2023-06-15 14:00:00,HealthStart Summer Experience 2023,HealthStart Summer 2023,Completed,,3,0,,
Employability Skills,2023-06-16 14:00:00,HealthStart Summer Experience 2023,HealthStart Summer 2023,Completed,,3,0,,
Internship,2023-06-05 14:30:00,Student Law Academy Summer Sessions 2023,SLA Job Shadow 2023,Confirmed,,0,0,,
Internship,2023-06-12 14:30:00,Student Law Academy Summer Sessions 2023,SLA Job Shadow 2023,Confirmed,,0,0,,
Internship,2023-06-20 14:30:00,Student Law Academy Summer Sessions 2023,SLA Job Shadow 2023,Confirmed,,0,0,,
Internship,2023-06-08 14:30:00,Student Law Academy Summer Sessions 2023,SLA Job Shadow 2023,Confirmed,,0,0,,
Internship,2023-06-26 14:30:00,Student Law Academy Summer Sessions 2023,SLA Job Shadow 2023,Confirmed,,0,0,,
Internship,2023-06-07 14:30:00,Student Law Academy Summer Sessions 2023,SLA Job Shadow 2023,Confirmed,,0,0,,
Internship,2023-06-13 14:30:00,Student Law Academy Summer Sessions 2023,SLA Job Shadow 2023,Confirmed,,0,0,,
Internship,2023-06-27 14:30:00,Student Law Academy Summer Sessions 2023,SLA Job Shadow 2023,Confirmed,,0,0,,
Internship,2023-06-29 14:30:00,Student Law Academy Summer Sessions 2023,SLA Job Shadow 2023,Confirmed,,0,0,,
Internship,2023-06-06 14:30:00,Student Law Academy Summer Sessions 2023,SLA Job Shadow 2023,Confirmed,,0,0,,
Internship,2023-06-09 14:30:00,Student Law Academy Summer Sessions 2023,SLA Job Shadow 2023,Confirmed,,0,0,,
Internship,2023-06-22 14:30:00,Student Law Academy Summer Sessions 2023,SLA Job Shadow 2023,Confirmed,,0,0,,
Internship,2023-06-14 14:30:00,Student Law Academy Summer Sessions 2023,SLA Job Shadow 2023,Confirmed,,0,0,,
Internship,2023-06-21 14:30:00,Student Law Academy Summer Sessions 2023,SLA Job Shadow 2023,Confirmed,,0,0,,
Internship,2023-06-15 14:30:00,Student Law Academy Summer Sessions 2023,SLA Job Shadow 2023,Confirmed,,0,0,,
Internship,2023-06-16 14:30:00,Student Law Academy Summer Sessions 2023,SLA Job Shadow 2023,Confirmed,,0,0,,
Internship,2023-06-23 14:30:00,Student Law Academy Summer Sessions 2023,SLA Job Shadow 2023,Confirmed,,0,0,,
Internship,2023-06-28 14:30:00,Student Law Academy Summer Sessions 2023,SLA Job Shadow 2023,Confirmed,,0,0,,
Internship,2023-06-30 14:30:00,Student Law Academy Summer Sessions 2023,SLA Job Shadow 2023,Confirmed,,0,0,,
Classroom Speaker,2023-08-29 13:45:00,Crossroads 11th/ 12th grade Career Discussions,,Completed,0015f00000JUL8oAAH,4,0,,
Workplace Visit,2023-11-14 15:30:00,Hospital Health Exploration,,Completed,,51,18,,
Career Fair,2024-04-26 13:45:00,Hogan Prep Career Fair,,Confirmed,0015f00000JU4p8AAD,29,0,,
Career Jumping,2023-10-13 13:30:00,Hogan Prep Career Jumping - 8th Grade,,Cancelled,0015f00000JU4p8AAD,21,0,,
Career Jumping,2023-10-11 14:00:00,Careers on Wheels for Center Elementaries - 5th Grade,,Completed,,16,0,,
Campus Visit,2023-09-28 14:30:00,KCU Health Visit,,Completed,,21,7,,
Campus Visit,2023-09-14 15:00:00,Research College of Nursing Lab & Simulation Visit,,Completed,,18,12,,
Campus Visit,2023-10-11 15:30:00,William Jewell Professional Skills Conference,,Completed,,30,24,,
Workplace Visit,2023-06-28 13:00:00,Research College of Nursing Summer Program,,Completed,,5,5,,
Career Fair,2024-02-23 13:30:00,Grandview High School Career Fair,,Completed,0015f00000JUL8IAAX,115,79,,
College Options,2024-04-26 17:00:00,Grandview High School College & Career Signing Day - Seniors,,Confirmed,0015f00000JUL8IAAX,10,0,,
Career Jumping,2023-11-14 14:45:00,Grandview 8th Grade Career Jumping,,Completed,0015f00000JUL8MAAX,281,250,,
Workplace Visit,2023-07-10 13:00:00,Student Law Academy July Summer Program - 2023,,Completed,,13,13,,
Financial Literacy,2024-03-14 14:30:00,Bloch Financial Literacy Series: Session Center/Ruskin 1,,Confirmed,,4,0,,
Financial Literacy,2024-02-29 15:30:00,Bloch Financial Literacy Series: Session Center/Ruskin 2,,Confirmed,,4,0,,
Career Jumping,2023-12-24 18:00:00,TEST SESSION ONLY - DO NOT SIGN UP,,Confirmed,,3,0,,
Career Speaker,2023-10-12 14:15:00,Truman Elementary Career Speakers - 3rd - 5th Grades,,Completed,0015f00000JUL85AAH,163,153,,
Workplace Visit,2023-06-05 14:30:00,Student Law Academy June Summer Program - 2023,,Completed,,30,30,,
Workplace Visit,2023-08-22 16:15:00,First Responder Exploration - Kick Off Event,,Completed,,19,12,,
Mentoring,2023-09-21 17:45:00,P2GD Mentoring,,Completed,,6,0,,
DIA - Classroom Speaker,2023-09-21 19:15:00,Rosedale Middle School - Data Ethics Speaker PM,,Completed,0015f00000JUL8fAAH,30,28,,
DIA - Classroom Speaker,2023-09-21 14:45:00,Rosedale Middle School - Data Ethics Speaker AM,,Completed,0015f00000JUL8fAAH,2,0,,
DIA - Classroom Speaker,2023-09-20 12:45:00,Hickman Mills 8th Grade Center - Data Ethics Speaker,,Completed,0015f000023721fAAA,55,54,,
Workplace Visit,2023-11-30 15:00:00,Digital Media Career Summit,,Confirmed,,8,0,,
Connector Session,2023-09-22 5:00:00,All About Animal Shelters!,,Completed,,35,0,,
Connector Session,2023-10-02 5:00:00,Patterns of the Earth and Sky,,Completed,,5,0,,
Workplace Visit,2023-10-19 14:00:00,AABE Beam Visit 2023,,Completed,0015f00000JUL8VAAX,7,0,,
Career Speaker,2024-03-20 13:30:00,Martin City 5th - 7th Grade Career Speakers,,Completed,0015f00000JUL8JAAX,262,247,,
Workplace Visit,2023-09-19 17:00:00,Holland 1916 Visit - Bertram Caruthers 9/19,,Completed,0015f00000JVa6ZAAT,8,0,,
Math Relays,2023-11-11 14:00:00,PREP-KC 14th Annual Math Relays Proctor - Ruskin High School,,Completed,,17,0,,
Career Speaker,2024-03-14 14:15:00,Millennium Elementary 3rd - 5th Grades Career Speakers,,Completed,0015f00000JVa4OAAT,136,128,,
Workplace Visit,2023-09-26 17:00:00,Holland 1916 Visit - Bertram Caruthers 9/26,,Completed,0015f00000JVa6ZAAT,4,0,,
DIA - Classroom Speaker,2023-11-08 17:00:00,Gloria Willis Middle School - Data Dialogue,,Completed,0015f00000JUL8cAAH,24,18,,
